Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1282	8.965	10.283	11.601	13.154	14.995	17.195	19.845	23.066	26.287
1283	8.967	10.286	11.605	13.159	15.001	17.202	19.854	23.078	26.301
1284	8.970	10.290	11.610	13.164	15.007	17.209	19.863	23.089	26.315
1285	8.973	10.293	11.614	13.169	15.013	17.217	19.872	23.101	26.329
1286	8.976	10.297	11.618	13.174	15.019	17.224	19.882	23.112	26.343
1287	8.978	10.300	11.622	13.179	15.025	17.232	19.891	23.124	26.357
1288	8.981	10.304	11.626	13.184	15.031	17.239	19.900	23.135	26.370
1289	8.984	10.307	11.630	13.189	15.037	17.247	19.909	23.147	26.385
1290	8.987	10.310	11.634	13.193	15.043	17.254	19.919	23.159	26.399
1291	8.990	10.314	11.638	13.198	15.049	17.262	19.928	23.171	26.414
1292	8.992	10.318	11.643	13.204	15.056	17.269	19.937	23.182	26.427
1293	8.995	10.321	11.647	13.208	15.062	17.277	19.946	23.194	26.441
1294	8.998	10.324	11.651	13.213	15.068	17.284	19.956	23.206	26.455
1295	9.000	10.328	11.655	13.218	15.074	17.292	19.965	23.217	26.469
1296	9.003	10.331	11.659	13.223	15.080	17.299	19.975	23.229	26.484
1297	9.006	10.335	11.663	13.228	15.086	17.306	19.984	23.240	26.497
1298	9.009	10.338	11.667	13.233	15.092	17.314	19.993	23.252	26.511
1299	9.011	10.341	11.671	13.238	15.098	17.321	20.002	23.264	26.526
1300	9.014	10.345	11.675	13.243	15.104	17.329	20.012	23.276	26.540
1301	9.017	10.348	11.679	13.248	15.110	17.336	20.021	23.287	26.553
1302	9.020	10.352	11.684	13.253	15.116	17.344	20.030	23.299	26.567
1303	9.022	10.355	11.688	13.258	15.122	17.351	20.039	23.311	26.582
1304	9.025	10.358	11.692	13.263	15.128	17.359	20.049	23.322	26.596
1305	9.028	10.362	11.696	13.268	15.134	17.366	20.058	23.333	26.609
1306	9.031	10.365	11.700	13.273	15.140	17.374	20.067	23.345	26.624
1307	9.033	10.369	11.704	13.278	15.146	17.381	20.076	23.357	26.638
1308	9.036	10.372	11.708	13.283	15.152	17.389	20.086	23.369	26.652
1309	9.039	10.375	11.712	13.288	15.158	17.396	20.095	23.381	26.666
1310	9.042	10.379	11.716	13.293	15.164	17.403	20.104	23.392	26.680
1311	9.044	10.382	11.720	13.298	15.170	17.411	20.113	23.404	26.694
1312	9.047	10.386	11.724	13.303	15.177	17.418	20.123	23.416	26.709
1313	9.050	10.389	11.728	13.308	15.183	17.426	20.132	23.427	26.723
1314	9.053	10.393	11.733	13.313	15.189	17.433	20.141	23.439	26.736
1315	9.055	10.396	11.737	13.318	15.195	17.441	20.151	23.450	26.750
1316	9.058	10.399	11.741	13.323	15.201	17.448	20.160	23.462	26.764
1317	9.061	10.403	11.745	13.327	15.207	17.456	20.169	23.474	26.779
1318	9.063	10.406	11.749	13.332	15.213	17.463	20.179	23.486	26.793
1319	9.066	10.410	11.753	13.337	15.219	17.470	20.188	23.497	26.807
1320	9.069	10.413	11.757	13.342	15.225	17.478	20.197	23.509	26.821
1321	9.071	10.416	11.761	13.347	15.231	17.485	20.206	23.521	26.835
1322	9.074	10.420	11.765	13.352	15.237	17.493	20.216	23.533	26.850
1323	9.077	10.423	11.769	13.357	15.243	17.500	20.225	23.544	26.864
1324	9.080	10.427	11.774	13.362	15.249	17.508	20.234	23.556	26.877
1325	9.082	10.430	11.777	13.367	15.255	17.515	20.243	23.567	26.891
1326	9.085	10.433	11.782	13.372	15.261	17.523	20.253	23.579	26.906
1327	9.088	10.437	11.786	13.377	15.267	17.530	20.262	23.591	26.920
1328	9.090	10.440	11.790	13.382	15.273	17.538	20.272	23.603	26.935
1329	9.093	10.443	11.794	13.387	15.279	17.545	20.280	23.614	26.948
1330	9.096	10.447	11.798	13.392	15.285	17.552	20.290	23.626	26.962
1331	9.098	10.450	11.802	13.397	15.291	17.560	20.299	23.638	26.977
1332	9.101	10.453	11.806	13.401	15.297	17.567	20.309	23.650	26.991
1333	9.104	10.457	11.810	13.407	15.303	17.575	20.318	23.661	27.004
1334	9.107	10.460	11.814	13.411	15.309	17.582	20.327	23.673	27.018
1335	9.109	10.464	11.818	13.416	15.315	17.590	20.336	23.685	27.033
1336	9.112	10.467	11.822	13.421	15.321	17.597	20.346	23.696	27.047
1337	9.114	10.470	11.826	13.426	15.328	17.605	20.355	23.708	27.061
1338	9.117	10.474	11.830	13.431	15.334	17.612	20.364	23.719	27.075
1339	9.120	10.477	11.834	13.436	15.340	17.619	20.373	23.731	27.089
1340	9.123	10.481	11.838	13.441	15.346	17.627	20.383	23.743	27.104
1341	9.125	10.484	11.842	13.446	15.352	17.634	20.392	23.755	27.118
1342	9.128	10.487	11.846	13.451	15.358	17.642	20.402	23.767	27.133
1343	9.131	10.491	11.851	13.456	15.364	17.649	20.410	23.778	27.146
1344	9.133	10.494	11.855	13.461	15.370	17.657	20.420	23.790	27.160
1345	9.136	10.497	11.859	13.465	15.376	17.664	20.429	23.802	27.174
1346	9.139	10.501	11.863	13.470	15.382	17.672	20.439	23.814	27.189
1347	9.141	10.504	11.867	13.475	15.388	17.679	20.448	23.826	27.203
1348	9.144	10.508	11.871	13.480	15.394	17.686	20.457	23.837	27.216
1349	9.147	10.511	11.875	13.485	15.400	17.694	20.466	23.849	27.231
1350	9.149	10.514	11.879	13.490	15.406	17.701	20.476	23.860	27.245
1351	9.152	10.517	11.883	13.495	15.412	17.709	20.485	23.872	27.259
1352	9.155	10.521	11.887	13.500	15.418	17.716	20.495	23.884	27.274
1353	9.157	10.524	11.891	13.505	15.424	17.724	20.504	23.896	27.289
1354	9.160	10.528	11.895	13.510	15.430	17.731	20.513	23.907	27.302
1355	9.163	10.531	11.899	13.515	15.436	17.738	20.522	23.919	27.316
1356	9.165	10.534	11.903	13.519	15.442	17.746	20.532	23.931	27.331
1357	9.168	10.538	11.907	13.524	15.448	17.753	20.541	23.943	27.345
1358	9.170	10.541	11.911	13.529	15.454	17.761	20.550	23.955	27.359
1359	9.173	10.544	11.915	13.534	15.460	17.768	20.559	23.966	27.373
1360	9.176	10.548	11.919	13.539	15.466	17.776	20.569	23.978	27.387
1361	9.179	10.551	11.923	13.544	15.472	17.783	20.578	23.990	27.402
1362	9.181	10.554	11.927	13.549	15.478	17.791	20.587	24.002	27.416
1363	9.184	10.558	11.931	13.554	15.484	17.798	20.597	24.014	27.431
1364	9.187	10.561	11.936	13.559	15.490	17.805	20.606	24.025	27.444
1365	9.189	10.564	11.940	13.564	15.496	17.813	20.615	24.037	27.458
1366	9.192	10.568	11.944	13.569	15.502	17.820	20.625	24.049	27.473
1367	9.195	10.571	11.947	13.573	15.508	17.828	20.634	24.060	27.487
1368	9.197	10.574	11.951	13.578	15.514	17.835	20.643	24.073	27.502
1369	9.200	10.578	11.956	13.583	15.520	17.843	20.652	24.084	27.515
1370	9.203	10.581	11.960	13.588	15.526	17.850	20.662	24.095	27.529
1371	9.205	10.584	11.964	13.593	15.532	17.857	20.671	24.107	27.544
1372	9.208	10.588	11.968	13.598	15.538	17.865	20.680	24.119	27.558
1373	9.210	10.591	11.972	13.603	15.544	17.872	20.690	24.131	27.573
1374	9.213	10.595	11.976	13.608	15.550	17.880	20.699	24.142	27.586
1375	9.216	10.598	11.980	13.613	15.556	17.887	20.708	24.154	27.601
1376	9.218	10.601	11.984	13.617	15.562	17.895	20.717	24.166	27.615
1377	9.221	10.604	11.988	13.622	15.568	17.902	20.727	24.178	27.629
1378	9.224	10.608	11.992	13.627	15.574	17.910	20.736	24.190	27.644
1379	9.227	10.611	11.996	13.632	15.580	17.917	20.745	24.201	27.657
1380	9.229	10.615	12.000	13.637	15.586	17.924	20.755	24.213	27.672
1381	9.232	10.618	12.004	13.642	15.592	17.932	20.764	24.225	27.686
1382	9.234	10.621	12.008	13.647	15.598	17.939	20.773	24.237	27.701
1383	9.237	10.624	12.012	13.652	15.604	17.947	20.783	24.249	27.715
1384	9.240	10.628	12.016	13.657	15.610	17.954	20.792	24.260	27.728
1385	9.242	10.631	12.020	13.661	15.616	17.961	20.801	24.272	27.743
1386	9.245	10.634	12.024	13.666	15.622	17.969	20.810	24.284	27.757
1387	9.248	10.638	12.028	13.671	15.628	17.976	20.820	24.296	27.772
1388	9.250	10.641	12.032	13.676	15.634	17.984	20.829	24.308	27.786
1389	9.253	10.645	12.036	13.681	15.640	17.991	20.838	24.319	27.800
1390	9.256	10.648	12.040	13.686	15.646	17.999	20.848	24.331	27.814
1391	9.258	10.651	12.044	13.691	15.652	18.006	20.857	24.343	27.828
1392	9.261	10.654	12.048	13.695	15.658	18.013	20.866	24.355	27.843
1393	9.263	10.657	12.052	13.700	15.664	18.021	20.876	24.367	27.858
1394	9.266	10.661	12.056	13.705	15.670	18.028	20.885	24.378	27.871
1395	9.269	10.664	12.060	13.710	15.676	18.036	20.894	24.390	27.886
1396	9.271	10.668	12.064	13.715	15.682	18.043	20.903	24.402	27.900
1397	9.274	10.671	12.068	13.720	15.688	18.051	20.913	24.414	27.915
1398	9.276	10.674	12.072	13.725	15.694	18.058	20.922	24.426	27.929
1399	9.279	10.678	12.076	13.730	15.700	18.065	20.931	24.437	27.943
1400	9.282	10.681	12.080	13.735	15.706	18.073	20.941	24.449	27.957
1401	9.284	10.684	12.084	13.739	15.712	18.080	20.950	24.461	27.972
1402	9.287	10.687	12.088	13.744	15.718	18.088	20.959	24.473	27.986
1403	9.290	10.691	12.092	13.749	15.724	18.095	20.969	24.485	28.001
1404	9.292	10.694	12.096	13.754	15.730	18.102	20.978	24.496	28.014
1405	9.295	10.697	12.100	13.759	15.736	18.110	20.987	24.508	28.028
1406	9.297	10.701	12.104	13.764	15.742	18.117	20.997	24.520	28.043
1407	9.300	10.704	12.108	13.769	15.748	18.125	21.006	24.532	28.058
1408	9.303	10.707	12.112	13.773	15.753	18.132	21.015	24.543	28.071
1409	9.305	10.711	12.116	13.778	15.759	18.139	21.024	24.555	28.085
1410	9.308	10.714	12.120	13.783	15.765	18.147	21.034	24.567	28.100
1411	9.311	10.717	12.124	13.788	15.771	18.154	21.043	24.579	28.115
1412	9.313	10.720	12.128	13.793	15.777	18.162	21.052	24.591	28.129
1413	9.316	10.724	12.132	13.798	15.783	18.169	21.061	24.602	28.143
1414	9.319	10.727	12.136	13.803	15.789	18.177	21.071	24.614	28.157
1415	9.321	10.731	12.140	13.807	15.795	18.184	21.080	24.626	28.172
1416	9.324	10.734	12.144	13.812	15.801	18.192	21.090	24.638	28.186
1417	9.326	10.737	12.148	13.817	15.807	18.199	21.099	24.650	28.201
1418	9.329	10.740	12.152	13.822	15.813	18.206	21.108	24.661	28.214
1419	9.332	10.744	12.156	13.827	15.819	18.214	21.117	24.673	28.229
1420	9.334	10.747	12.160	13.832	15.825	18.221	21.127	24.685	28.244
1421	9.337	10.750	12.164	13.837	15.831	18.229	21.136	24.697	28.258
1422	9.340	10.754	12.168	13.842	15.837	18.236	21.145	24.708	28.272
1423	9.342	10.757	12.172	13.846	15.843	18.243	21.155	24.720	28.286
1424	9.345	10.760	12.176	13.851	15.849	18.251	21.164	24.732	28.300
1425	9.347	10.763	12.180	13.856	15.855	18.258	21.173	24.744	28.315
1426	9.350	10.767	12.184	13.861	15.861	18.266	21.183	24.756	28.330
1427	9.353	10.770	12.188	13.866	15.867	18.273	21.192	24.767	28.343
1428	9.355	10.773	12.192	13.871	15.873	18.280	21.201	24.779	28.358
1429	9.358	10.777	12.196	13.875	15.879	18.288	21.211	24.792	28.373
1430	9.360	10.780	12.200	13.880	15.885	18.295	21.220	24.804	28.387
1431	9.363	10.783	12.204	13.885	15.891	18.303	21.229	24.815	28.400
1432	9.366	10.787	12.208	13.890	15.897	18.310	21.238	24.827	28.415
1433	9.368	10.790	12.212	13.895	15.903	18.318	21.248	24.839	28.430
1434	9.371	10.793	12.216	13.900	15.909	18.325	21.257	24.851	28.444
1435	9.373	10.796	12.219	13.905	15.915	18.332	21.267	24.863	28.459
1436	9.376	10.800	12.224	13.910	15.921	18.340	21.276	24.874	28.473
1437	9.379	10.803	12.228	13.914	15.927	18.347	21.285	24.886	28.487
1438	9.381	10.806	12.231	13.919	15.933	18.355	21.294	24.898	28.501
1439	9.384	10.810	12.235	13.924	15.939	18.362	21.304	24.910	28.516
1440	9.386	10.813	12.240	13.929	15.944	18.369	21.313	24.921	28.530
1441	9.389	10.816	12.243	13.934	15.950	18.377	21.322	24.933	28.545
1442	9.392	10.819	12.247	13.939	15.956	18.384	21.332	24.945	28.559
1443	9.394	10.823	12.251	13.943	15.962	18.392	21.341	24.957	28.574
1444	9.397	10.826	12.255	13.948	15.968	18.399	21.350	24.969	28.588
1445	9.399	10.829	12.259	13.953	15.974	18.406	21.359	24.981	28.602
1446	9.402	10.833	12.263	13.958	15.980	18.414	21.369	24.993	28.616
1447	9.404	10.836	12.267	13.963	15.986	18.421	21.378	25.005	28.631
1448	9.407	10.839	12.271	13.967	15.992	18.429	21.388	25.017	28.646
1449	9.410	10.843	12.275	13.972	15.998	18.436	21.397	25.028	28.659
1450	9.412	10.846	12.279	13.977	16.004	18.444	21.406	25.040	28.674
1451	9.415	10.849	12.283	13.982	16.010	18.451	21.415	25.052	28.689
1452	9.417	10.852	12.287	13.987	16.016	18.458	21.425	25.064	28.703
1453	9.420	10.856	12.291	13.992	16.022	18.466	21.434	25.075	28.717
1454	9.423	10.859	12.295	13.997	16.028	18.473	21.443	25.087	28.731
1455	9.425	10.862	12.299	14.002	16.034	18.481	21.453	25.100	28.746
1456	9.428	10.865	12.303	14.006	16.040	18.488	21.462	25.111	28.761
1457	9.431	10.869	12.307	14.011	16.046	18.495	21.471	25.123	28.774
1458	9.433	10.872	12.311	14.016	16.052	18.503	21.481	25.135	28.789
1459	9.436	10.875	12.315	14.021	16.058	18.510	21.490	25.147	28.803
1460	9.438	10.879	12.319	14.026	16.064	18.518	21.499	25.159	28.819
1461	9.441	10.882	12.323	14.031	16.070	18.525	21.508	25.170	28.832
1462	9.444	10.885	12.327	14.035	16.076	18.532	21.518	25.182	28.847
1463	9.446	10.888	12.331	14.040	16.082	18.540	21.527	25.194	28.861
1464	9.449	10.892	12.335	14.045	16.088	18.547	21.537	25.206	28.876
1465	9.451	10.895	12.339	14.050	16.094	18.555	21.546	25.218	28.890
1466	9.454	10.898	12.343	14.055	16.099	18.562	21.555	25.230	28.904
1467	9.456	10.902	12.347	14.060	16.106	18.570	21.565	25.242	28.919
1468	9.459	10.905	12.351	14.064	16.112	18.577	21.574	25.254	28.934
1469	9.462	10.908	12.354	14.069	16.117	18.585	21.584	25.266	28.949
1470	9.464	10.911	12.359	14.074	16.123	18.592	21.592	25.277	28.962
1471	9.467	10.915	12.362	14.079	16.129	18.599	21.602	25.289	28.976
1472	9.469	10.918	12.366	14.084	16.135	18.607	21.611	25.301	28.992
1473	9.472	10.921	12.370	14.089	16.141	18.614	21.621	25.314	29.006
1474	9.475	10.925	12.374	14.093	16.147	18.621	21.630	25.325	29.020
1475	9.477	10.928	12.378	14.098	16.153	18.629	21.639	25.337	29.034
1476	9.480	10.931	12.382	14.103	16.159	18.636	21.649	25.349	29.049
1477	9.483	10.934	12.386	14.108	16.165	18.644	21.658	25.360	29.063
1478	9.485	10.938	12.390	14.113	16.171	18.651	21.667	25.372	29.077
1479	9.488	10.941	12.394	14.118	16.177	18.659	21.677	25.384	29.092
1480	9.490	10.944	12.398	14.122	16.183	18.666	21.686	25.396	29.107
1481	9.493	10.948	12.402	14.127	16.189	18.673	21.695	25.408	29.121
1482	9.495	10.951	12.406	14.132	16.195	18.681	21.705	25.420	29.135
1483	9.498	10.954	12.410	14.137	16.201	18.688	21.714	25.432	29.150
1484	9.500	10.957	12.414	14.142	16.207	18.696	21.723	25.444	29.165
1485	9.503	10.961	12.418	14.147	16.213	18.703	21.732	25.455	29.178
1486	9.506	10.964	12.422	14.151	16.219	18.710	21.742	25.468	29.193
1487	9.508	10.967	12.426	14.156	16.225	18.718	21.751	25.480	29.208
1488	9.511	10.970	12.430	14.161	16.231	18.725	21.761	25.492	29.223
1489	9.513	10.974	12.434	14.166	16.236	18.733	21.770	25.503	29.236
1490	9.516	10.977	12.438	14.171	16.242	18.740	21.779	25.515	29.251
1491	9.519	10.980	12.442	14.176	16.248	18.748	21.789	25.527	29.266
1492	9.521	10.983	12.446	14.180	16.254	18.755	21.798	25.539	29.281
1493	9.524	10.987	12.450	14.185	16.260	18.762	21.807	25.551	29.295
1494	9.526	10.990	12.454	14.190	16.266	18.770	21.817	25.563	29.309
1495	9.529	10.993	12.457	14.195	16.272	18.777	21.826	25.575	29.324
1496	9.532	10.997	12.462	14.200	16.278	18.785	21.835	25.586	29.338
1497	9.534	11.000	12.465	14.205	16.284	18.792	21.845	25.599	29.353
1498	9.537	11.003	12.469	14.209	16.290	18.799	21.854	25.611	29.367
1499	9.539	11.006	12.473	14.214	16.296	18.807	21.864	25.623	29.382
1500	9.542	11.010	12.477	14.219	16.302	18.814	21.872	25.634	29.396
1501	9.544	11.013	12.481	14.224	16.308	18.822	21.882	25.646	29.410
1502	9.547	11.016	12.485	14.229	16.314	18.829	21.892	25.659	29.426
1503	9.549	11.019	12.489	14.233	16.320	18.837	21.901	25.671	29.440
1504	9.552	11.023	12.493	14.238	16.326	18.844	21.910	25.682	29.454
1505	9.555	11.026	12.497	14.243	16.332	18.851	21.919	25.694	29.469
1506	9.557	11.029	12.501	14.248	16.338	18.859	21.929	25.706	29.483
1507	9.560	11.033	12.505	14.253	16.344	18.866	21.938	25.718	29.497
1508	9.562	11.036	12.509	14.258	16.350	18.874	21.947	25.730	29.512
1509	9.565	11.039	12.513	14.262	16.356	18.881	21.957	25.742	29.527
1510	9.567	11.042	12.517	14.267	16.362	18.889	21.966	25.754	29.542
1511	9.570	11.046	12.521	14.272	16.368	18.896	21.975	25.766	29.556
1512	9.573	11.049	12.525	14.277	16.374	18.903	21.985	25.778	29.570
1513	9.575	11.052	12.529	14.282	16.379	18.911	21.994	25.790	29.585
1514	9.578	11.055	12.533	14.287	16.385	18.918	22.003	25.801	29.599
1515	9.580	11.059	12.537	14.291	16.391	18.926	22.013	25.813	29.614
1516	9.583	11.062	12.541	14.296	16.397	18.933	22.022	25.826	29.629
1517	9.585	11.065	12.544	14.301	16.403	18.940	22.032	25.838	29.643
1518	9.588	11.068	12.549	14.306	16.409	18.948	22.041	25.849	29.657
1519	9.591	11.072	12.552	14.311	16.415	18.955	22.050	25.861	29.672
1520	9.593	11.075	12.556	14.316	16.421	18.963	22.060	25.873	29.687
1521	9.596	11.078	12.560	14.320	16.427	18.970	22.069	25.885	29.701
1522	9.598	11.081	12.564	14.325	16.433	18.978	22.078	25.897	29.715
1523	9.601	11.085	12.568	14.330	16.439	18.985	22.088	25.909	29.731
1524	9.604	11.088	12.572	14.335	16.445	18.992	22.097	25.920	29.744
1525	9.606	11.091	12.576	14.340	16.451	19.000	22.106	25.933	29.759
1526	9.609	11.094	12.580	14.345	16.457	19.007	22.116	25.945	29.774
1527	9.611	11.097	12.584	14.349	16.463	19.015	22.125	25.957	29.789
1528	9.614	11.101	12.588	14.354	16.469	19.022	22.134	25.969	29.803
1529	9.616	11.104	12.592	14.359	16.475	19.029	22.144	25.981	29.817
1530	9.619	11.107	12.596	14.364	16.481	19.037	22.154	25.993	29.833
1531	9.622	11.111	12.600	14.369	16.486	19.044	22.162	26.004	29.846
1532	9.624	11.114	12.604	14.373	16.492	19.052	22.172	26.017	29.861
1533	9.627	11.117	12.608	14.378	16.498	19.059	22.181	26.029	29.876
1534	9.629	11.121	12.612	14.383	16.504	19.066	22.191	26.040	29.889
1535	9.632	11.124	12.616	14.388	16.510	19.074	22.200	26.052	29.905
1536	9.634	11.127	12.619	14.393	16.516	19.081	22.210	26.065	29.920
1537	9.637	11.130	12.624	14.398	16.522	19.089	22.219	26.076	29.933
1538	9.640	11.134	12.627	14.402	16.528	19.096	22.228	26.088	29.948
1539	9.642	11.137	12.631	14.407	16.534	19.104	22.238	26.101	29.963
1540	9.645	11.140	12.635	14.412	16.540	19.111	22.247	26.113	29.978
1541	9.648	11.143	12.639	14.417	16.546	19.118	22.256	26.124	29.992
1542	9.650	11.147	12.643	14.422	16.552	19.126	22.266	26.136	30.007
1543	9.652	11.150	12.647	14.426	16.558	19.133	22.275	26.148	30.022
1544	9.655	11.153	12.651	14.431	16.564	19.141	22.284	26.160	30.036
1545	9.658	11.156	12.655	14.436	16.570	19.148	22.294	26.172	30.050
1546	9.660	11.160	12.659	14.441	16.576	19.156	22.303	26.185	30.066
1547	9.663	11.163	12.663	14.446	16.582	19.163	22.312	26.196	30.079
1548	9.665	11.166	12.667	14.451	16.588	19.170	22.322	26.208	30.094
1549	9.668	11.169	12.671	14.455	16.594	19.178	22.331	26.220	30.109
1550	9.671	11.173	12.675	14.460	16.600	19.185	22.340	26.232	30.123
1551	9.673	11.176	12.679	14.465	16.606	19.193	22.350	26.244	30.138
1552	9.675	11.179	12.682	14.470	16.611	19.200	22.359	26.256	30.153
1553	9.678	11.182	12.687	14.475	16.617	19.207	22.369	26.268	30.167
1554	9.681	11.186	12.690	14.479	16.623	19.215	22.378	26.280	30.182
1555	9.683	11.189	12.694	14.484	16.629	19.222	22.388	26.292	30.197
1556	9.686	11.192	12.698	14.489	16.635	19.230	22.397	26.304	30.211
1557	9.688	11.195	12.702	14.494	16.641	19.237	22.406	26.316	30.225
1558	9.691	11.199	12.706	14.499	16.647	19.245	22.416	26.328	30.241
1559	9.694	11.202	12.710	14.504	16.653	19.252	22.425	26.339	30.254
1560	9.696	11.205	12.714	14.508	16.659	19.259	22.434	26.352	30.270
1561	9.699	11.208	12.718	14.513	16.665	19.267	22.444	26.364	30.284
1562	9.702	11.212	12.722	14.518	16.671	19.274	22.453	26.376	30.298
1563	9.704	11.215	12.726	14.523	16.677	19.282	22.462	26.388	30.313
1564	9.706	11.218	12.730	14.528	16.683	19.289	22.472	26.400	30.328
1565	9.709	11.221	12.734	14.532	16.689	19.296	22.481	26.412	30.342
1566	9.712	11.225	12.738	14.537	16.695	19.304	22.491	26.424	30.357
1567	9.714	11.228	12.742	14.542	16.701	19.311	22.500	26.436	30.372
1568	9.717	11.231	12.746	14.547	16.706	19.319	22.509	26.447	30.386
1569	9.719	11.234	12.750	14.552	16.712	19.326	22.519	26.460	30.401
1570	9.722	11.238	12.754	14.557	16.718	19.334	22.528	26.471	30.415
1571	9.724	11.241	12.757	14.561	16.724	19.341	22.537	26.484	30.430
1572	9.727	11.244	12.761	14.566	16.730	19.349	22.547	26.496	30.445
1573	9.730	11.248	12.765	14.571	16.736	19.356	22.556	26.507	30.459
1574	9.732	11.251	12.769	14.576	16.742	19.363	22.565	26.520	30.474
1575	9.735	11.254	12.773	14.580	16.748	19.371	22.575	26.532	30.489
1576	9.737	11.257	12.777	14.585	16.754	19.378	22.584	26.544	30.503
1577	9.740	11.260	12.781	14.590	16.760	19.386	22.594	26.556	30.518
1578	9.742	11.264	12.785	14.595	16.766	19.393	22.603	26.568	30.533
1579	9.745	11.267	12.789	14.600	16.772	19.400	22.612	26.580	30.547
1580	9.747	11.270	12.793	14.605	16.778	19.408	22.622	26.592	30.562
1581	9.750	11.273	12.797	14.609	16.784	19.415	22.631	26.604	30.577
1582	9.753	11.277	12.801	14.614	16.790	19.423	22.640	26.615	30.591
1583	9.755	11.280	12.805	14.619	16.796	19.430	22.650	26.628	30.606
1584	9.758	11.283	12.809	14.624	16.802	19.437	22.659	26.639	30.620
1585	9.760	11.286	12.812	14.629	16.808	19.445	22.669	26.652	30.635
1586	9.763	11.290	12.816	14.633	16.814	19.452	22.678	26.664	30.650
1587	9.766	11.293	12.820	14.638	16.819	19.460	22.687	26.675	30.664
1588	9.768	11.296	12.824	14.643	16.825	19.467	22.697	26.688	30.679
1589	9.770	11.299	12.828	14.648	16.831	19.475	22.706	26.700	30.694
1590	9.773	11.303	12.832	14.653	16.837	19.482	22.715	26.712	30.708
1591	9.776	11.306	12.836	14.657	16.843	19.489	22.725	26.724	30.723
1592	9.779	11.309	12.840	14.662	16.849	19.497	22.734	26.736	30.737
1593	9.781	11.312	12.844	14.667	16.855	19.504	22.744	26.748	30.752
1594	9.783	11.316	12.848	14.672	16.861	19.512	22.753	26.760	30.767
1595	9.786	11.319	12.852	14.677	16.867	19.519	22.762	26.772	30.781
1596	9.788	11.322	12.856	14.682	16.873	19.527	22.772	26.784	30.796
1597	9.791	11.325	12.860	14.686	16.879	19.534	22.781	26.796	30.812
1598	9.794	11.329	12.864	14.691	16.885	19.541	22.790	26.808	30.825
1599	9.796	11.332	12.868	14.696	16.891	19.549	22.800	26.820	30.841
1600	9.799	11.335	12.872	14.701	16.897	19.556	22.809	26.832	30.854
1601	9.801	11.338	12.875	14.705	16.902	19.564	22.819	26.844	30.869
1602	9.804	11.342	12.879	14.710	16.908	19.571	22.828	26.856	30.885
1603	9.806	11.345	12.883	14.715	16.914	19.578	22.837	26.868	30.898
1604	9.809	11.348	12.887	14.720	16.920	19.586	22.847	26.880	30.914
1605	9.812	11.351	12.891	14.725	16.926	19.593	22.856	26.892	30.927
1606	9.814	11.355	12.895	14.730	16.932	19.601	22.866	26.904	30.943
1607	9.817	11.358	12.899	14.734	16.938	19.608	22.875	26.916	30.958
1608	9.819	11.361	12.903	14.739	16.944	19.615	22.884	26.928	30.972
1609	9.822	11.364	12.907	14.744	16.950	19.623	22.894	26.940	30.987
1610	9.824	11.368	12.911	14.749	16.956	19.630	22.903	26.952	31.000
1611	9.827	11.371	12.915	14.754	16.962	19.638	22.912	26.964	31.016
1612	9.829	11.374	12.918	14.758	16.968	19.645	22.922	26.977	31.031
1613	9.832	11.377	12.923	14.763	16.974	19.652	22.931	26.988	31.045
1614	9.834	11.380	12.926	14.768	16.980	19.660	22.941	27.000	31.060
1615	9.837	11.384	12.930	14.773	16.986	19.667	22.950	27.012	31.074
1616	9.840	11.387	12.934	14.778	16.992	19.675	22.959	27.024	31.089
1617	9.842	11.390	12.938	14.782	16.997	19.682	22.969	27.037	31.104
1618	9.845	11.394	12.942	14.787	17.003	19.690	22.978	27.048	31.119
1619	9.847	11.397	12.946	14.792	17.009	19.697	22.988	27.061	31.134
1620	9.850	11.400	12.950	14.797	17.015	19.704	22.997	27.072	31.148
1621	9.852	11.403	12.954	14.801	17.021	19.712	23.006	27.084	31.163
1622	9.855	11.407	12.958	14.806	17.027	19.719	23.015	27.096	31.177
1623	9.858	11.410	12.962	14.811	17.033	19.727	23.025	27.108	31.192
1624	9.860	11.413	12.966	14.816	17.039	19.734	23.034	27.121	31.207
1625	9.863	11.416	12.970	14.821	17.045	19.741	23.043	27.132	31.221
1626	9.865	11.419	12.973	14.825	17.051	19.749	23.053	27.145	31.236
1627	9.868	11.423	12.978	14.830	17.057	19.756	23.062	27.156	31.250
1628	9.870	11.426	12.981	14.835	17.063	19.764	23.072	27.169	31.265
1629	9.873	11.429	12.985	14.840	17.068	19.771	23.081	27.181	31.281
1630	9.875	11.432	12.989	14.845	17.074	19.778	23.090	27.192	31.295
1631	9.878	11.435	12.993	14.849	17.080	19.786	23.100	27.205	31.310
1632	9.881	11.439	12.997	14.854	17.086	19.793	23.109	27.217	31.324
1633	9.883	11.442	13.001	14.859	17.092	19.801	23.119	27.229	31.339
1634	9.886	11.445	13.005	14.864	17.098	19.808	23.128	27.240	31.353
1635	9.888	11.448	13.009	14.869	17.104	19.815	23.137	27.253	31.368
1636	9.891	11.452	13.013	14.873	17.110	19.823	23.147	27.265	31.384
1637	9.893	11.455	13.017	14.878	17.116	19.830	23.156	27.277	31.397
1638	9.896	11.458	13.020	14.883	17.122	19.838	23.166	27.289	31.413
